NomeLoja;LojaCampea;EnderecoWeb;Cidade;Estrelas;Segmento;Distancia;Tempo;Frete
Churrascaria do Gaucho em Casa;Sim;https://www.ifood.com.br/delivery/paulista-pe/churrascaria-do-gaucho-em-casa-nossa-senhora-da-conceicao/8c4c8e62-1569-4869-8a16-168477cb082b;paulista-pe;4.8;Brasileira;8.3 km;Fechado;R$ 22,99
Arissa Food Coxinhas de Batata;Não;https://www.ifood.com.br/delivery/paulista-pe/arissa-food-coxinhas-de-batata-nossa-senhora-da-conceicao/4d0657ac-d6a0-4bbf-9af7-811d8fe19636;paulista-pe;Novidade;Lanches;8.3 km;Fechado;R$ 22,99
Oxente Casa dos Lanches;Não;https://www.ifood.com.br/delivery/paulista-pe/oxente-casa-dos-lanches-paratibe/acff9fd0-66e2-42d7-b51d-0122a6680a88;paulista-pe;-;Lanches;8.3 km;Fechado;R$ 22,99
Skina Burguer;Não;https://www.ifood.com.br/delivery/paulista-pe/skina-burguer-nossa-senhora-do-o/976bc452-eb95-4df2-9732-03ab9406eab1;paulista-pe;Novidade;Lanches;8.4 km;Fechado;R$ 22,99
Mamuska de Pau Amarelo;Não;https://www.ifood.com.br/delivery/paulista-pe/mamuska-de-pau-amarelo-nossa-senhora-da-conceicao/1d1de40a-587d-4041-9b22-b0eec4e8a919;paulista-pe;Novidade;Hambúrguer;8.4 km;Fechado;R$ 22,99
Açaí do Juba;Não;https://www.ifood.com.br/delivery/paulista-pe/acai-do-juba-nossa-senhora-da-conceicao/d542f25a-7370-4d42-89f9-db66748f1a57;paulista-pe;Novidade;Açaí;8.4 km;Fechado;R$ 22,99
Tenda do Galeto;Não;https://www.ifood.com.br/delivery/paulista-pe/tenda-do-galeto-artur-lundgren-i/74fa5b4c-6a23-4ba7-9f6a-5326d2885554;paulista-pe;Novidade;Brasileira;8.4 km;Fechado;R$ 22,99
Browneria Doce Vida;Não;https://www.ifood.com.br/delivery/paulista-pe/browneria-doce-vida-nossa-senhora-do-o/59ddbbbf-0e3f-4153-947e-9caaf86d56bb;paulista-pe;-;Doces & Bolos;8.4 km;Fechado;R$ 22,99
Jlm Comedoria;Não;https://www.ifood.com.br/delivery/paulista-pe/jlm-comedoria-pau-amarelo/802892c8-2eb2-46d1-a865-66d194dbf31e;paulista-pe;Novidade;Marmita;8.4 km;Fechado;R$ 22,99
Caldinho da Vila;Não;https://www.ifood.com.br/delivery/paulista-pe/caldinho-da-vila-paratibe/5800efbc-ef73-435e-a1f9-69f5782bdf73;paulista-pe;Novidade;Brasileira;8.4 km;Fechado;R$ 22,99
Hambúrguaria Romenia;Não;https://www.ifood.com.br/delivery/paulista-pe/hamburguaria-romenia-pau-amarelo/dded8b62-3744-4966-958f-780e430d3347;paulista-pe;Novidade;Lanches;8.4 km;Fechado;R$ 22,99
Divino Sabor & Burgueria;Não;https://www.ifood.com.br/delivery/paulista-pe/divino-sabor--burgueria-nossa-senhora-da-conceicao/1d63c9c5-2401-483f-b385-0723030f2671;paulista-pe;Novidade;Lanches;8.4 km;Fechado;R$ 22,99
Seu Ariel Doceria;Não;https://www.ifood.com.br/delivery/paulista-pe/seu-ariel-doceria-centro/be44476d-717d-4c99-be76-d98e54e88c53;paulista-pe;3.0;Doces & Bolos;8.4 km;Fechado;R$ 22,99
Brokados Burgers Paulista;Não;https://www.ifood.com.br/delivery/paulista-pe/brokados-burgers-paulista-paratibe/338c75fb-beec-4efd-9845-f752124a3f26;paulista-pe;-;Lanches;8.5 km;Fechado;R$ 22,99
L'açaí Delivery;Não;https://www.ifood.com.br/delivery/paulista-pe/lacai-delivery-paratibe/d1894948-15c7-4366-be29-b55215fe7c26;paulista-pe;-;Açaí;8.5 km;Fechado;R$ 22,99
Oliver Lanche;Não;https://www.ifood.com.br/delivery/paulista-pe/oliver-lanche-pau-amarelo/8c359537-e43b-4062-b023-fc3d9e846208;paulista-pe;-;Açaí;8.5 km;Fechado;R$ 22,99
Casa das Delicias;Sim;https://www.ifood.com.br/delivery/paulista-pe/casa-das-delicias-pau-amarelo/fa81de2a-2190-4237-bcba-e83320b188c1;paulista-pe;4.8;Lanches;8.5 km;Fechado;R$ 22,99
Doce Chamego;Não;https://www.ifood.com.br/delivery/paulista-pe/doce-chamego-centro/63f79857-242a-465e-81d2-7e99382c2cc4;paulista-pe;-;Doces & Bolos;8.5 km;Fechado;R$ 24,99
Geracao Acai Oficial;Não;https://www.ifood.com.br/delivery/paulista-pe/geracao-acai-oficial-jaguaribe/733526c4-1f04-413b-84cd-a445ad4d838f;paulista-pe;Novidade;Açaí;8.5 km;Fechado;R$ 24,99
Ducoxinha;Não;https://www.ifood.com.br/delivery/paulista-pe/ducoxinha-pau-amarelo/56bf76a1-6252-4b4c-9d99-65c841a06081;paulista-pe;-;Salgados;8.6 km;Fechado;R$ 24,99
Açaí Do Chicão ;Não;https://www.ifood.com.br/delivery/paulista-pe/acai-do-chicao-centro/ffb65abf-af97-41cb-8b4f-c5ffa56873dd;paulista-pe;Novidade;Açaí;8.6 km;Fechado;R$ 24,99
Conezada - Pizza em Cone;Não;https://www.ifood.com.br/delivery/paulista-pe/conezada---pizza-em-cone-pau-amarelo/5e1f75ef-78c4-4e17-8fcd-c0478a3fb54e;paulista-pe;4.6;Lanches;8.6 km;Fechado;R$ 24,99
D'licia - Sacolé Cremoso;Não;https://www.ifood.com.br/delivery/paulista-pe/dlicia---sacole-cremoso-jaguarana/f1d596f7-ef0d-4bed-8f9e-18d1978efb4c;paulista-pe;Novidade;Sorvetes;8.6 km;Fechado;R$ 24,99
Cozinha Nobre;Não;https://www.ifood.com.br/delivery/paulista-pe/cozinha-nobre-centro/f95ffe67-7f3d-4c98-8db4-3dac1f2db65c;paulista-pe;-;Brasileira;8.6 km;Fechado;R$ 24,99
Maraka Burguer (north Way Shopping);Não;https://www.ifood.com.br/delivery/paulista-pe/maraka-burguer-north-way-shopping-centro/f50c559e-ccfb-4195-9801-cfd4f82228e6;paulista-pe;5.0;Lanches;8.6 km;Fechado;R$ 24,99
Laburg 102;Não;https://www.ifood.com.br/delivery/paulista-pe/laburg-102-pau-amarelo/4dc3f258-7055-4ed1-9ba8-ce4c699fa70d;paulista-pe;Novidade;Lanches;8.6 km;Fechado;R$ 24,99
Rika's Lanches;Não;https://www.ifood.com.br/delivery/paulista-pe/rikas-lanches-pau-amarelo/340c4219-0945-4306-889d-d1eb967180e8;paulista-pe;Novidade;Lanches;8.6 km;Fechado;R$ 24,99
Clock Pizza (paulista);Não;https://www.ifood.com.br/delivery/paulista-pe/clock-pizza-paulista-centro/3331cedf-e30b-4def-b44d-77ff9eef58d2;paulista-pe;2.5;Pizza;8.6 km;Fechado;R$ 24,99
Divina Massa;Não;https://www.ifood.com.br/delivery/paulista-pe/divina-massa-nossa-senhora-do-o/d0f0b4e2-52d5-4dc0-990c-5c46cdfa4252;paulista-pe;-;Hambúrguer;8.6 km;Fechado;R$ 24,99
Buffalo Black Hamburgueria e Petiscaria;Não;https://www.ifood.com.br/delivery/paulista-pe/buffalo-black-hamburgueria-e-petiscaria-centro/0f65a631-b6ff-42db-b285-af0c3082fab8;paulista-pe;-;Lanches;8.6 km;Fechado;R$ 24,99
Ddm Lanches;Não;https://www.ifood.com.br/delivery/paulista-pe/ddm-lanches-jaguarana/c7326075-ceef-4171-8f41-0f2a569044ee;paulista-pe;Novidade;Brasileira;8.7 km;Fechado;R$ 24,99
Açaí Nego Bom;Não;https://www.ifood.com.br/delivery/paulista-pe/acai-nego-bom-jaguarana/6e1484d8-5d7c-43eb-b708-9461eeffd7c6;paulista-pe;Novidade;Açaí;8.7 km;Fechado;R$ 24,99
Rafex Burger;Não;https://www.ifood.com.br/delivery/paulista-pe/rafex-burger-pau-amarelo/8f5435fc-66f4-4c0f-bd60-2c8785135b13;paulista-pe;4.9;Lanches;8.7 km;Fechado;R$ 24,99
Galeto Ki Delicia;Não;https://www.ifood.com.br/delivery/paulista-pe/galeto-ki-delicia-pau-amarelo/91d89a32-331d-4538-9723-e9c3708d0475;paulista-pe;-;Brasileira;8.7 km;Fechado;R$ 24,99
Marinana Doces / Picolé Gourmet ;Não;https://www.ifood.com.br/delivery/paulista-pe/marinana-doces---picole-gourmet-pau-amarelo/a638b6ec-37ee-4004-82bc-fd6fd9efb9fb;paulista-pe;-;Doces & Bolos;8.7 km;Fechado;R$ 24,99
Luna Confeitaria Artesanal;Não;https://www.ifood.com.br/delivery/paulista-pe/luna-confeitaria-artesanal-pau-amarelo/89e54c81-9b72-4867-ad28-3cffaa14a913;paulista-pe;Novidade;Brasileira;8.7 km;Fechado;R$ 24,99
Pizzaria da Glaubia;Não;https://www.ifood.com.br/delivery/paulista-pe/pizzaria-da-glaubia-pau-amarelo/85ffa7e2-c82c-40dd-a1e0-3464d2429340;paulista-pe;Novidade;Marmita;8.7 km;Fechado;R$ 24,99
A&r Refeições e Petiscaria;Não;https://www.ifood.com.br/delivery/paulista-pe/ar-refeicoes-e-petiscaria-engenho-maranguape/fbdd392e-ea72-4b1b-86d6-c753ab1ed777;paulista-pe;Novidade;Lanches;8.7 km;Fechado;R$ 24,99
Dudelícias;Não;https://www.ifood.com.br/delivery/paulista-pe/dudelicias-centro/93defa14-6f0b-418a-97c3-ba580a709c90;paulista-pe;Novidade;Lanches;8.7 km;Fechado;R$ 24,99
Tayo'k Sushi;Não;https://www.ifood.com.br/delivery/paulista-pe/tayok-sushi-pau-amarelo/817ce8f5-5e34-44e9-90c9-8618bda448ab;paulista-pe;Novidade;Japonesa;8.7 km;Fechado;R$ 24,99
Cantinho do Acai Paulista;Não;https://www.ifood.com.br/delivery/paulista-pe/cantinho-do-acai-paulista-centro/cb2555f9-60a9-45a2-b0ed-b271d5bc2b9d;paulista-pe;Novidade;Açaí;8.8 km;Fechado;R$ 24,99
Restaurante e Café Bella Apetite;Não;https://www.ifood.com.br/delivery/paulista-pe/restaurante-e-cafe-bella-apetite-centro/c4c4a5ae-ced4-4a7c-a72f-4e7c84c0d413;paulista-pe;4.3;Brasileira;8.8 km;Fechado;R$ 24,99
Adocei_sim;Não;https://www.ifood.com.br/delivery/paulista-pe/adoceisim-pau-amarelo/9ff23c15-e6e5-4404-822a-5e0e3ab08f03;paulista-pe;4.4;Doces & Bolos;8.8 km;Fechado;R$ 24,99
Delícias da Dry - Pizzas e Lanches;Não;https://www.ifood.com.br/delivery/paulista-pe/delicias-da-dry---pizzas-e-lanches-nossa-senhora-do-o/a95c0bf8-8ccf-4477-b57a-99ba1908caab;paulista-pe;-;Pizza;8.8 km;Fechado;R$ 24,99
Lag-burger;Não;https://www.ifood.com.br/delivery/paulista-pe/lag-burger-jaguaribe/991b43ad-8258-4c48-bb81-860bb0b62e15;paulista-pe;Novidade;Lanches;8.8 km;Fechado;R$ 20,99
Gilmar Refeições;Não;https://www.ifood.com.br/delivery/paulista-pe/gilmar-refeicoes-centro/fc91f770-d874-4b84-9db2-167088e02729;paulista-pe;Novidade;Brasileira;8.8 km;Fechado;R$ 24,99
B&c Delícias;Não;https://www.ifood.com.br/delivery/paulista-pe/bc-delicias-alameda/157da1f6-9fdc-45f7-b2b5-cc0d7de6dd06;paulista-pe;Novidade;Lanches;8.8 km;Fechado;R$ 24,99
Elizângela Melo (paulista);Não;https://www.ifood.com.br/delivery/paulista-pe/elizangela-melo-paulista-centro/aa85aeb2-3b23-4cc9-901d-62a663c6cc61;paulista-pe;4.6;Brasileira;8.8 km;Fechado;R$ 24,99
Tempero do Cervejeiro;Não;https://www.ifood.com.br/delivery/paulista-pe/tempero-do-cervejeiro-nossa-senhora-do-o/4c82219a-e513-4021-bcd2-7f3a1246a2c7;paulista-pe;Novidade;Brasileira;8.8 km;Fechado;R$ 24,99
Doce Brigadeiro;Não;https://www.ifood.com.br/delivery/paulista-pe/doce-brigadeiro-pau-amarelo/9c91dae8-4915-49e6-87cd-9d69a6d9cd1d;paulista-pe;Novidade;Doces & Bolos;8.9 km;Fechado;R$ 24,99
Rei do Lanche;Não;https://www.ifood.com.br/delivery/paulista-pe/rei-do-lanche-nossa-senhora-do-o/2ec8e513-cb45-4aaf-8c81-ace0676011af;paulista-pe;-;Lanches;8.9 km;Fechado;R$ 24,99
Avalanches;Não;https://www.ifood.com.br/delivery/paulista-pe/avalanches-nossa-senhora-do-o/eb2fec9b-539d-4f60-b07f-5bc96b1ff54a;paulista-pe;-;Lanches;8.9 km;Fechado;R$ 24,99
Tapiocaria Cafe Com Tapioca;Não;https://www.ifood.com.br/delivery/paulista-pe/tapiocaria-cafe-com-tapioca-pau-amarelo/8097bc84-1380-4eb4-9062-95731a3a8d2c;paulista-pe;Novidade;Lanches;8.9 km;Fechado;R$ 24,99
Magno Pizza;Não;https://www.ifood.com.br/delivery/paulista-pe/magno-pizza-nobre/36588519-ed99-46aa-990a-77459c93e1c8;paulista-pe;Novidade;Pizza;8.9 km;Fechado;R$ 24,99
Padaria Pan Júlia;Não;https://www.ifood.com.br/delivery/paulista-pe/padaria-pan-julia-centro/79e6bda0-fd9d-45ee-a45f-ccf5797b2ab5;paulista-pe;4.8;Padaria;8.9 km;Fechado;R$ 24,99
Brasileirinhobar;Não;https://www.ifood.com.br/delivery/paulista-pe/brasileirinhobar-maranguape-ii/398cfc70-a477-4553-89e0-32ac2640076d;paulista-pe;Novidade;Brasileira;8.9 km;Fechado;R$ 12,00
Souza Comedoria;Não;https://www.ifood.com.br/delivery/paulista-pe/souza-comedoria-centro/15a1bc63-0a61-4b02-a3ca-74a41fe8a41d;paulista-pe;Novidade;Brasileira;8.9 km;Fechado;R$ 24,99
Do Paulista Lanches ;Não;https://www.ifood.com.br/delivery/paulista-pe/do-paulista-lanches-maranguape-ii/68d30295-f9d9-47b6-93e7-e18fa9c97d26;paulista-pe;-;Pizza;8.9 km;Fechado;R$ 24,99
GALETO D'ELAS;Não;https://www.ifood.com.br/delivery/paulista-pe/galeto-delas-maranguape-ii/41168aec-155b-441d-b639-755547557db6;paulista-pe;-;Frangos;8.9 km;Fechado;R$ 24,99
Império Bolos Artesanais;Não;https://www.ifood.com.br/delivery/paulista-pe/imperio-bolos-artesanais-nossa-senhora-do-o/13be1dc2-960e-48a8-95f3-c51ad2eb0db8;paulista-pe;Novidade;Doces & Bolos;8.9 km;Fechado;R$ 24,99
Cabral's Lanches e Pizzaria;Não;https://www.ifood.com.br/delivery/paulista-pe/cabrals-lanches-e-pizzaria-maranguape-ii/316573a5-491d-4a25-92d1-a3b37ef172fc;paulista-pe;4.8;Lanches;8.9 km;Fechado;R$ 24,99
A Rainha das Coxinhas;Não;https://www.ifood.com.br/delivery/paulista-pe/a-rainha-das-coxinhas-centro/dff2e581-9a67-4aa6-a645-918ba242b5a1;paulista-pe;3.5;Lanches;8.9 km;Fechado;R$ 24,99
Melo Pizza;Não;https://www.ifood.com.br/delivery/paulista-pe/melo-pizza-jardim-paulista-baixo/755a79e7-7f49-447e-8d58-10a7af951d92;paulista-pe;-;Pizza;9.0 km;Fechado;R$ 24,99
Empório do Açaí;Não;https://www.ifood.com.br/delivery/paulista-pe/emporio-do-acai-maranguape-ii/0cd3473c-f95f-447f-964e-0056e9eb7b29;paulista-pe;Novidade;Açaí;9.0 km;Fechado;R$ 24,99
DECOBURGUER;Não;https://www.ifood.com.br/delivery/paulista-pe/decoburguer-nossa-senhora-do-o/831a8586-26ea-4838-9853-6861735085a3;paulista-pe;-;Sorvetes;9.0 km;Fechado;R$ 24,99
Terracinho Regional;Não;https://www.ifood.com.br/delivery/paulista-pe/terracinho-regional-nobre/106fd647-bd45-49c1-9ead-0a6ea37047e8;paulista-pe;Novidade;Brasileira;9.0 km;Fechado;R$ 24,99
Restaurante Mandacarú;Não;https://www.ifood.com.br/delivery/paulista-pe/restaurante-mandacaru-alameda-paulista/0917c207-a1cf-4510-a149-02bf7526a9a6;paulista-pe;Novidade;Cozinha Rápida;9.0 km;Fechado;R$ 22,00
Mk4 Lanches;Não;https://www.ifood.com.br/delivery/paulista-pe/mk4-lanches-engenho-maranguape/ccfaf48d-32e6-46f8-b409-6de35a99ae47;paulista-pe;Novidade;Salgados;9.0 km;Fechado;R$ 24,99
Shekynah Mix;Não;https://www.ifood.com.br/delivery/paulista-pe/shekynah-mix-maranguape-ii/e8f23251-2d82-4541-9c7d-a52a5ea75b10;paulista-pe;5.0;Lanches;9.0 km;Fechado;R$ 24,99
Saborear Batataria;Não;https://www.ifood.com.br/delivery/paulista-pe/saborear-batataria-maranguape-ii/2d9c3fa0-f80d-49b7-9d20-b315583962bf;paulista-pe;Novidade;Brasileira;9.1 km;Fechado;R$ 24,99
Tuba Mix;Não;https://www.ifood.com.br/delivery/paulista-pe/tuba-mix-aurora/b55b0d21-c758-4bde-8374-5097584171be;paulista-pe;5.0;Hambúrguer;9.1 km;Fechado;R$ 24,99
Churros Supremo;Não;https://www.ifood.com.br/delivery/paulista-pe/churros-supremo-maranguape-ii/b6095f0c-214c-4039-9fa8-80fab4538e86;paulista-pe;4.0;Doces & Bolos;9.1 km;Fechado;R$ 24,99
Fala Burguer;Não;https://www.ifood.com.br/delivery/paulista-pe/fala-burguer-nobre/707ffbe4-2123-4bb8-bf8e-01186f0ed971;paulista-pe;Novidade;Hambúrguer;9.1 km;Fechado;R$ 24,99
Flavios Restaurante;Não;https://www.ifood.com.br/delivery/paulista-pe/flavios-restaurante-jardim-paulista/98ef01c6-760a-4ba7-8d87-287647d108e5;paulista-pe;4.5;Brasileira;9.1 km;Fechado;R$ 24,99
Dom Dociê;Não;https://www.ifood.com.br/delivery/paulista-pe/dom-docie-jardim-paulista/31bb2f33-6e7a-4ab9-80a6-3296a0a47ce5;paulista-pe;Novidade;Doces & Bolos;9.1 km;Fechado;R$ 24,99
Boteco do Cheff;Não;https://www.ifood.com.br/delivery/paulista-pe/boteco-do-cheff-jardim-paulista/832811a5-d2d3-49b6-8f14-d8d316f23826;paulista-pe;-;Brasileira;9.1 km;Fechado;R$ 24,99
Maraka Burguer (jardim Paulista);Não;https://www.ifood.com.br/delivery/paulista-pe/maraka-burguer-jardim-paulista-jardim-paulista/5eb7b3ba-ebdd-4378-98c3-2a25ff1a5356;paulista-pe;4.9;Lanches;9.1 km;Fechado;R$ 24,99
Village Tropical Açaíteria;Não;https://www.ifood.com.br/delivery/paulista-pe/village-tropical-acaiteria-pau-amarelo/52903af0-19cc-44dd-8f58-3ba26f623ee0;paulista-pe;Novidade;Lanches;9.1 km;Fechado;R$ 24,99
Seu Gelado Gourmet;Não;https://www.ifood.com.br/delivery/paulista-pe/seu-gelado-gourmet-nobre/45ac0579-1439-4374-b6f6-5f9c4639aa3e;paulista-pe;Novidade;Sorvetes;9.2 km;Fechado;R$ 24,99
Burguer na Praça;Não;https://www.ifood.com.br/delivery/paulista-pe/burguer-na-praca-centro/e0994ba0-19af-4375-b099-52909f21227c;paulista-pe;Novidade;Lanches;9.2 km;Fechado;R$ 24,99
Ross Burgers;Não;https://www.ifood.com.br/delivery/paulista-pe/ross-burgers-maranguape-ii/1e416d80-1fe7-45d2-9563-98455090d34f;paulista-pe;Novidade;Lanches;9.2 km;Fechado;R$ 24,99
Prime Pizza;Não;https://www.ifood.com.br/delivery/paulista-pe/prime-pizza-centro/a2d49d89-88a3-48cf-a4fc-3b51e74b9b6b;paulista-pe;Novidade;Pizza;9.2 km;Fechado;R$ 24,99
Du Chef Esfiharia;Não;https://www.ifood.com.br/delivery/paulista-pe/du-chef-esfiharia-jardim-paulista/343b9efb-0afb-4ddf-bfce-8f2fca1e9eb6;paulista-pe;Novidade;Lanches;9.2 km;Fechado;R$ 24,99
Bakana’s Sorvetes e Sanduiches Paulista ;Não;https://www.ifood.com.br/delivery/paulista-pe/bakanas-sorvetes-e-sanduiches-paulista-jardim-paulista/73015e8d-9316-4376-944e-840a14d9bbf7;paulista-pe;5.0;Lanches;9.2 km;Fechado;R$ 24,99
Açaiteria e Doceria Norte Prime (promo);Não;https://www.ifood.com.br/delivery/paulista-pe/acaiteria-e-doceria-norte-prime-promo-maranguape-ii/a4d3b4d7-0499-4654-b80e-2d6cfebd5784;paulista-pe;3.6;Açaí;9.2 km;Fechado;R$ 24,99
Galeto Paulista;Não;https://www.ifood.com.br/delivery/paulista-pe/galeto-paulista-aurora/4c5b3511-5e33-432b-8c6a-84da95e93a61;paulista-pe;Novidade;Brasileira;9.2 km;Fechado;R$ 24,99
Sabor do Caseiro;Não;https://www.ifood.com.br/delivery/paulista-pe/sabor-do-caseiro-pau-amarelo/7ae64d0b-781e-46f9-ace1-beaac7d14ebf;paulista-pe;-;Marmita;9.2 km;Fechado;R$ 6,00
Master Burguer Delivery;Não;https://www.ifood.com.br/delivery/paulista-pe/master-burguer-delivery-maranguape-ii/6d2eeeb9-0fe4-4a59-95f9-15ce04900a98;paulista-pe;5.0;Lanches;9.3 km;Fechado;R$ 24,99
Sabor Baiano Delicias da Bahia;Não;https://www.ifood.com.br/delivery/paulista-pe/sabor-baiano-delicias-da-bahia-pau-amarelo/c354a96a-6784-4148-9e9b-26e627ae7e1a;paulista-pe;Novidade;Brasileira;9.3 km;Fechado;R$ 24,99
Açai House;Não;https://www.ifood.com.br/delivery/paulista-pe/acai-house-pau-amarelo/2c3b947d-995c-4f56-a546-f76bb1114df9;paulista-pe;Novidade;Açaí;9.3 km;Fechado;R$ 24,99
Mais Coxinhas;Não;https://www.ifood.com.br/delivery/paulista-pe/mais-coxinhas-maranguape-ii/fb678e6d-2d83-4a9c-aad0-da28ced3686a;paulista-pe;Novidade;Salgados;9.3 km;Fechado;R$ 24,99
Divino Sushi;Não;https://www.ifood.com.br/delivery/paulista-pe/divino-sushi-jardim-paulista/47edc3ad-50fd-4488-983f-b00a728c9de0;paulista-pe;Novidade;Japonesa;9.3 km;Fechado;R$ 24,99
Kings Batatas;Não;https://www.ifood.com.br/delivery/paulista-pe/kings-batatas-maranguape-ii/107b2bb8-6b4f-4b41-b788-b1aad785d13f;paulista-pe;Novidade;Lanches;9.3 km;Fechado;R$ 21,99
S.a Lanches;Não;https://www.ifood.com.br/delivery/paulista-pe/sa-lanches-pau-amarelo/b2c6eb5b-f932-4239-b5e8-9b285db54d3c;paulista-pe;Novidade;Lanches;9.3 km;Fechado;R$ 24,99
Açaí Fino Palato;Não;https://www.ifood.com.br/delivery/paulista-pe/acai-fino-palato-pau-amarelo/0ede5050-8993-4eae-bf02-f4862e89bbb8;paulista-pe;Novidade;Açaí;9.3 km;Fechado;R$ 24,99
Maria Rosa Comedoria;Não;https://www.ifood.com.br/delivery/paulista-pe/maria-rosa-comedoria-engenho-maranguape/8ea5693c-f5eb-4da0-ba27-61bf7e798712;paulista-pe;-;Brasileira;9.3 km;Fechado;R$ 24,99
Acai do Vando;Não;https://www.ifood.com.br/delivery/paulista-pe/acai-do-vando-pau-amarelo/9748ecb4-43d1-40c5-88c0-dd1a4cd6a49a;paulista-pe;4.9;Brasileira;9.3 km;Fechado;R$ 24,99
Moisés e Evodia Refeições;Não;https://www.ifood.com.br/delivery/paulista-pe/moises-e-evodia-refeicoes-pau-amarelo/f3b49466-ef38-4c8a-8117-90514440e7fb;paulista-pe;Novidade;Brasileira;9.3 km;Fechado;R$ 24,99
Oxentte Comedoria Regional e Galeteria;Não;https://www.ifood.com.br/delivery/paulista-pe/oxentte-comedoria-regional-e-galeteria-jardim-paulista/14cd1982-4ad7-4893-9836-b1d246d42513;paulista-pe;Novidade;Brasileira;9.3 km;Fechado;R$ 24,99
Feijoada Du Balde;Não;https://www.ifood.com.br/delivery/paulista-pe/feijoada-du-balde-jardim-paulista/2d5097fd-de56-4dec-8378-7b6c2eeea66b;paulista-pe;Novidade;Marmita;9.3 km;Fechado;R$ 24,99
Luna Delivery;Não;https://www.ifood.com.br/delivery/paulista-pe/luna-delivery-pau-amarelo/1fc6a7f4-11cf-47d0-a2ce-efdd30141e7f;paulista-pe;Novidade;Brasileira;9.3 km;Fechado;R$ 24,99
Ericka Andrade Salgados;Não;https://www.ifood.com.br/delivery/paulista-pe/ericka-andrade-salgados-jardim-paulista/6789da3e-356c-4dd1-9377-4528400bdb2e;paulista-pe;4.0;Salgados;9.3 km;Fechado;R$ 11,99
Mercearia Pinheiros;Não;https://www.ifood.com.br/delivery/paulista-pe/mercearia-pinheiros-pau-amarelo/f3bbca64-8bf6-4781-836a-e4afef35c32b;paulista-pe;4.1;Brasileira;9.3 km;Fechado;R$ 24,99
Panela Cheia Delivery;Não;https://www.ifood.com.br/delivery/paulista-pe/panela-cheia-delivery-jardim-paulista/2c0cc190-8e16-4a27-ae86-28d0457768a9;paulista-pe;Novidade;Brasileira;9.4 km;Fechado;R$ 24,99
Deliciar Doceria;Não;https://www.ifood.com.br/delivery/paulista-pe/deliciar-doceria-jardim-paulista/ed22223a-97c7-484b-9b35-b13176989604;paulista-pe;Novidade;Doces & Bolos;9.4 km;Fechado;R$ 24,99
Espetinho do Ythalo;Não;https://www.ifood.com.br/delivery/paulista-pe/espetinho-do-ythalo-jardim-paulista/c4e2e2ae-96f6-46d8-9db1-0e9ab47c430b;paulista-pe;-;Brasileira;9.4 km;Fechado;R$ 24,99
Rodes Churrasco Grego;Não;https://www.ifood.com.br/delivery/paulista-pe/rodes-churrasco-grego-jardim-paulista/2c1927cf-ee96-478c-8f7d-f956e3c348f0;paulista-pe;4.6;Lanches;9.4 km;Fechado;R$ 24,99
Panela Cheia;Não;https://www.ifood.com.br/delivery/paulista-pe/panela-cheia-jardim-paulista/d8a179b6-a191-4321-86d1-653f42021e1c;paulista-pe;3.8;Brasileira;9.4 km;Fechado;R$ 24,99
Expressoburguer10;Não;https://www.ifood.com.br/delivery/paulista-pe/expressoburguer10-jardim-paulista/a59c7bfe-4aac-4984-aebe-5d0603a0d998;paulista-pe;Novidade;Lanches;9.4 km;Fechado;R$ 24,99
Garagem do Acai;Não;https://www.ifood.com.br/delivery/paulista-pe/garagem-do-acai-jardim-paulista/6acb3cf0-46b9-4449-9f93-ccf5eee0da8b;paulista-pe;Novidade;Açaí;9.4 km;Fechado;R$ 24,99
Hm Gourmet;Não;https://www.ifood.com.br/delivery/paulista-pe/hm-gourmet-nossa-senhora-do-o/f57d3e16-cb40-43cf-9d8b-3d0e07dab7ea;paulista-pe;Novidade;Brasileira;9.4 km;Fechado;R$ 24,99
Dgust Lanches;Não;https://www.ifood.com.br/delivery/paulista-pe/dgust-lanches-nossa-senhora-do-o/824243b4-4b88-4a5d-b320-42a7463d02fb;paulista-pe;Novidade;Lanches;9.5 km;Fechado;R$ 24,99
Ki Delícia Salgados;Não;https://www.ifood.com.br/delivery/paulista-pe/ki-delicia-salgados-pau-amarelo/8ec0d9f2-f724-41f0-9ff8-5d18837e0b1c;paulista-pe;4.8;Salgados;9.5 km;Fechado;R$ 24,99
Jr Lanchonete e Pizzaria;Não;https://www.ifood.com.br/delivery/paulista-pe/jr-lanchonete-e-pizzaria-pau-amarelo/28cf3e3e-c31d-445b-958e-88d993cc8a27;paulista-pe;4.7;Pizza;9.5 km;Fechado;R$ 24,99
Acarajé da Carla Baiana;Não;https://www.ifood.com.br/delivery/paulista-pe/acaraje-da-carla-baiana-pau-amarelo/8f818544-e049-4b68-9fe0-95087f1d0cc2;paulista-pe;4.8;Brasileira;9.5 km;Fechado;R$ 24,99
Krispys Lanches Gourmet;Não;https://www.ifood.com.br/delivery/paulista-pe/krispys-lanches-gourmet-jardim-paulista/f1d5b53f-f711-4e88-adad-eb90f85fab5c;paulista-pe;Novidade;Lanches;9.5 km;Fechado;R$ 24,99
Açaí do Grau;Não;https://www.ifood.com.br/delivery/paulista-pe/acai-do-grau-jardim-paulista/11ac2192-5cca-4d0d-8aca-48daba36ef93;paulista-pe;Novidade;Açaí;9.5 km;Fechado;R$ 24,99
