NomeLoja;EnderecoWeb;Endereco;Cidade;CEP;CNPJ;Horario;GrupoCardapio
Sabor Caseiro - Oficial Minecaseiras;https://www.ifood.com.br/delivery/abreu-e-lima-pe/sabor-caseiro---oficial-minecaseiras-timbo/1c592e91-e79e-432a-996c-5e9b65c364c1;Rua Marcílio Dias, 234 - Timbó;Abreu e Lima - PE;53520-120;24.930.656/0001-71;['Segunda-feira - 08:30 às 14:30', 'Terça-feira - 08:30 às 14:30', 'Quarta-feira - 08:30 às 14:30', 'Quinta-feira - 08:30 às 14:30', 'Sexta-feira - 08:30 às 14:30', 'Sábado - 08:30 às 14:30', 'Domingo - 09:30 às 14:30'];['minecaseiras populares. peça já a sua !', 'minecaseiras  mais pedidas !!!', 'bebidas']
Sabor Caseiro - Oficial - Abreu e Lima;https://www.ifood.com.br/delivery/abreu-e-lima-pe/sabor-caseiro---oficial---abreu-e-lima-timbo/71d92a98-b4d6-4f8e-8061-60196f61bc98;Rua Marcílio Dias, 232 - Timbó;Abreu e Lima - PE;53520-120;19.727.235/0001-08;['Segunda-feira - 08:30 às 14:30', 'Terça-feira - 08:30 às 14:30', 'Quarta-feira - 08:30 às 14:30', 'Quinta-feira - 08:30 às 14:30', 'Sexta-feira - 08:30 às 14:30', 'Sábado - 08:30 às 14:30', 'Domingo - 09:15 às 15:00'];['destaques', 'novidade do dia', 'chegou as minecaseiras! leve e saborosa!', 'sabe aquele tempero nordestino? temos!', 'temos  variedades de arrumadinhos pra vc', 'os queridinhos ! vamos provar?', 'deseja uma salada? temos muitas opções!', 'varias opções de bebidas, escolha a sua!']
Fome de Massa;https://www.ifood.com.br/delivery/abreu-e-lima-pe/fome-de-massa-timbo/d273f64d-165b-47fa-8d5a-55a147e17159;Rua Quarenta e Três-B, 116 - Timbó;Abreu e Lima - PE;53520-085;39.689.462/0001-01;['Segunda-feira - 09:00 às 11:00 - 14:00 às 18:00', 'Terça-feira - 09:00 às 13:00 - 14:00 às 18:00', 'Quarta-feira - 09:00 às 13:00 - 14:00 às 18:00', 'Quinta-feira - 09:00 às 13:00 - 14:00 às 18:00', 'Sexta-feira - 09:00 às 12:00 - 14:00 às 18:00', 'Sábado - 09:00 às 13:00', 'Domingo - Não abre'];['destaques', 'está com fome de desconto?', 'os queridinhos da casa!!!!', 'massas']
O Rei da Carne de Sol;https://www.ifood.com.br/delivery/abreu-e-lima-pe/o-rei-da-carne-de-sol-timbo/2f4123ea-54f2-4a06-a214-0feb73d3ac68;Av Duque de Caxias, 60 - Timbo;Abreu e Lima - PE;53510-050;20.593.549/0001-44;['Segunda-feira - 10:00 às 16:00', 'Terça-feira - 10:00 às 16:00', 'Quarta-feira - 10:00 às 16:00', 'Quinta-feira - 10:00 às 16:00', 'Sexta-feira - 10:00 às 16:00', 'Sábado - 10:00 às 16:00', 'Domingo - 10:00 às 16:00'];['destaques', 'promoção', 'pratos completos 3 a 4 pessoas', 'pratos completos 2 pessoas', 'filés', 'pratos executivos', 'petiscos', 'porcão extra', 'sobremesas', 'bebidas']
Tempero da Vitoria;https://www.ifood.com.br/delivery/paulista-pe/tempero-da-vitoria-artur-lundgren-ii/74966f00-d061-4e97-b1de-fae9faf972e8;Rua Catolé Novo, 2923 - Artur Lundgren Ii;Paulista - PE;53416-720;37.921.045/0001-09;['Segunda-feira - 10:00 às 14:00', 'Terça-feira - 10:00 às 14:00', 'Quarta-feira - 10:00 às 14:00', 'Quinta-feira - 10:00 às 14:00', 'Sexta-feira - 10:00 às 14:00', 'Sábado - 09:45 às 14:45', 'Domingo - 09:45 às 14:45'];['1 - almoço individual (1 pessoa )', '2 -  pratos especiais', '4 - porções extra', '5 - petisco', '6 - acompanhamentos', '7 - bebidas', '8 - sobremesas']
Recanto Nobre;https://www.ifood.com.br/delivery/paulista-pe/recanto-nobre-nossa-senhora-da-conceicao/1a30a992-403c-483e-844b-88bb61d64f22;Rua Ursa Maior, 272 - Nossa Senhora da Conceição;Paulista - PE;53429-240;35.951.916/0001-01;['Segunda-feira - 09:00 às 20:00', 'Terça-feira - 08:30 às 20:00', 'Quarta-feira - 08:00 às 20:00', 'Quinta-feira - 08:00 às 20:00', 'Sexta-feira - 08:30 às 20:00', 'Sábado - 08:15 às 17:00', 'Domingo - Não abre'];['bebidas']
Cebola Frita Express;https://www.ifood.com.br/delivery/paulista-pe/cebola-frita-express-maranguape-ii/589121e8-2dcb-4c52-8219-ab81e0b0e721;Avenida Antônio Cabral de Souza, 35 - Maranguape Ii;Paulista - PE;53421-420;26.094.396/0001-77;['Segunda-feira - 10:30 às 21:00', 'Terça-feira - 10:30 às 21:00', 'Quarta-feira - 10:30 às 21:00', 'Quinta-feira - 10:30 às 21:00', 'Sexta-feira - 10:30 às 21:00', 'Sábado - 10:30 às 23:00', 'Domingo - 10:30 às 20:00'];['marmitas', 'porções extras']
Confeitaria Ericka Andrade - Express;https://www.ifood.com.br/delivery/paulista-pe/confeitaria-ericka-andrade---express-jardim-paulista/4c3f135a-9abf-483f-bb85-a3348e20d23b;Rua Cinqüenta e Três, 169 - Jardim Paulista;Paulista - PE;53409-570;14.997.041/0001-09;['Segunda-feira - Não abre', 'Terça-feira - 09:30 às 18:00', 'Quarta-feira - 09:15 às 18:00', 'Quinta-feira - 09:15 às 18:00', 'Sexta-feira - 09:15 às 18:00', 'Sábado - 09:15 às 18:00', 'Domingo - 08:30 às 15:00'];['destaques', 'mais vendidos.', 'os mais pedidos do mês', 'senta vai ter bolo', 'bolos vulcões/festivos', '- combos pra compartilhar-', 'sobremesa no copo', 'bolos piscininhas', 'tortas', 'economize kit festa', 'promoção']
Brasa's Galetos;https://www.ifood.com.br/delivery/paulista-pe/brasas-galetos-pau-amarelo/399adf62-edf3-4e2e-9ba9-7c312889669e;Rua Doutor Sebastião Amaral, 770 - Pau Amarelo;Paulista - PE;53433-010;36.477.208/0001-43;['Segunda-feira - 10:00 às 23:45', 'Terça-feira - 11:00 às 23:59', 'Quarta-feira - 11:00 às 23:59', 'Quinta-feira - 09:00 às 23:45', 'Sexta-feira - 09:00 às 23:30', 'Sábado - 08:30 às 23:00', 'Domingo - 00:00 às 03:00 - 09:00 às 23:30'];['fritas brasa’s', 'refrigerantes', 'almoços brasas', 'combo brasa’s petisco', 'porções extras', 'salgados']
Na Brasa Burgueer;https://www.ifood.com.br/delivery/igarassu-pe/na-brasa-burgueer-cruz-de-reboucas/3df16027-84ef-409c-ac11-176dfad8784f;Rua Santa Helena, 23 - Cruz de Rebouças;Igarassu - PE;53600-000;37.046.012/0001-67;['Segunda-feira - 18:00 às 23:00', 'Terça-feira - 18:00 às 23:00', 'Quarta-feira - 18:00 às 23:00', 'Quinta-feira - 18:00 às 23:00', 'Sexta-feira - 18:00 às 23:00', 'Sábado - 18:00 às 23:00', 'Domingo - 18:00 às 23:00'];['hambúrguer artesanal', 'porções']
Bl Distribuidora;https://www.ifood.com.br/delivery/igarassu-pe/bl-distribuidora-jardim-boa-sorte/8fa5a7d6-625b-4728-9c34-ee4bbccb2583;Rua Adélia Rodrigues, 52 - Jardim Boa Sorte;Igarassu - PE;53625-320;44.783.874/0001-38;['Segunda-feira - 11:00 às 18:30', 'Terça-feira - 11:00 às 18:30', 'Quarta-feira - 11:00 às 20:00', 'Quinta-feira - 11:00 às 22:15', 'Sexta-feira - 11:00 às 22:15', 'Sábado - 11:00 às 22:15', 'Domingo - 11:00 às 21:30'];['destaques', 'bebidas']
Restaurante Tafarel;https://www.ifood.com.br/delivery/igarassu-pe/restaurante-tafarel-encanto-igarassu/ecba4850-0204-4b17-b0eb-d36dd7f9e67e;Rua Maria Luiza da Silva, 200 - Encanto Igarassu;Igarassu - PE;53620-280;32.831.498/0001-20;['Segunda-feira - 11:00 às 16:00', 'Terça-feira - 10:00 às 16:00', 'Quarta-feira - 10:00 às 16:00', 'Quinta-feira - 10:00 às 16:00', 'Sexta-feira - 10:00 às 16:00', 'Sábado - 10:00 às 16:00', 'Domingo - 11:00 às 15:00'];['frutos do mar', 'petiscos', 'pratos completos', 'refrigerante']
Ponto do Sabor;https://www.ifood.com.br/delivery/igarassu-pe/ponto-do-sabor-jardim-boa-sorte/d7612dae-dea1-46e4-9024-1178afdf6fd1;-;-;-;-;['Segunda-feira - 16:30 às 21:45', 'Terça-feira - 16:30 às 23:00', 'Quarta-feira - 16:30 às 23:00', 'Quinta-feira - 16:30 às 23:00', 'Sexta-feira - 16:30 às 23:00', 'Sábado - 16:30 às 23:00', 'Domingo - 16:30 às 23:00'];['hambúrgueres', 'hot dog', 'refrigerantes', 'sucos / com leite', 'sucos/ sem leite']
Acai Mais Variedades Kilma;https://www.ifood.com.br/delivery/igarassu-pe/acai-mais-variedades-kilma-cruz-do-reboucas/80b033fc-0246-4d5c-b61a-19c4fbe13d21;Rua Luíz Marques da Fonseca, 107 - Cruz do Rebouças;Igarassu - PE;53625-080;38.341.726/0001-60;['Segunda-feira - 18:00 às 23:30', 'Terça-feira - 17:45 às 23:30', 'Quarta-feira - 18:00 às 23:00', 'Quinta-feira - 18:00 às 23:30', 'Sexta-feira - 18:00 às 23:30', 'Sábado - 13:00 às 17:00', 'Domingo - 18:00 às 23:00'];['açaí + cupuaçu', 'creme', 'variedades', 'açaí', 'combos']
Club do Bolo;https://www.ifood.com.br/delivery/igarassu-pe/club-do-bolo-santa-maria/e0292a19-a5db-42a1-9e4f-4e8c2c6cb0b9;Rua J J Silva, 6 - Santa Maria;Igarassu - PE;53620-443;28.103.797/0001-71;['Segunda-feira - 11:00 às 19:00', 'Terça-feira - 11:00 às 19:00', 'Quarta-feira - 11:00 às 19:00', 'Quinta-feira - 11:00 às 19:00', 'Sexta-feira - 11:00 às 19:00', 'Sábado - 11:00 às 19:00', 'Domingo - Não abre'];['-']
Frango Frito Crocante;https://www.ifood.com.br/delivery/igarassu-pe/frango-frito-crocante-cruz-do-reboucas/d202dff5-3915-4979-8eaa-6d481aca5d2c;-;-;-;-;['Segunda-feira - 18:00 às 22:00', 'Terça-feira - 18:00 às 22:00', 'Quarta-feira - 18:00 às 22:00', 'Quinta-feira - 18:00 às 22:00', 'Sexta-feira - 18:00 às 22:00', 'Sábado - 18:00 às 22:00', 'Domingo - 18:00 às 22:00'];['chicken burger']
Delícia da Rúbia;https://www.ifood.com.br/delivery/igarassu-pe/delicia-da-rubia-cruz-do-reboucas/a759fa25-4522-456a-9243-755e0f5ec810;Rua Josina Maria de Vasconcelos, 2 - Cruz do Rebouças;Igarassu - PE;53625-055;48.055.895/0001-98;['Segunda-feira - 11:00 às 23:00', 'Terça-feira - 11:00 às 23:00', 'Quarta-feira - 11:00 às 23:00', 'Quinta-feira - 11:00 às 23:00', 'Sexta-feira - 11:00 às 23:00', 'Sábado - 11:00 às 23:00', 'Domingo - 11:00 às 23:00'];['-']
Garagem Nordestina;https://www.ifood.com.br/delivery/igarassu-pe/garagem-nordestina-cruz-do-reboucas/dd0d9575-c10b-46e6-adc0-02c34574d807;Rua Vitorino Vieira de Fraga, 70 - Cruz do Rebouças;Igarassu - PE;53625-050;41.198.640/0001-35;['Segunda-feira - 17:00 às 23:00', 'Terça-feira - Não abre', 'Quarta-feira - Não abre', 'Quinta-feira - 17:30 às 23:00', 'Sexta-feira - 17:30 às 23:00', 'Sábado - 17:30 às 23:00', 'Domingo - 17:30 às 23:00'];['-']
Donana Doceria;https://www.ifood.com.br/delivery/igarassu-pe/donana-doceria-umbura/0b6b1eed-f0ef-4284-a5b9-aa54e01f4c47;Rua Sérgio Ambrósio Nunes, 202 - Umbura;Igarassu - PE;53625-665;46.810.472/0001-00;['Segunda-feira - Não abre', 'Terça-feira - Não abre', 'Quarta-feira - 02:45 às 03:45', 'Quinta-feira - Não abre', 'Sexta-feira - Não abre', 'Sábado - Não abre', 'Domingo - Não abre'];['doces']
Dindin Gourmet;https://www.ifood.com.br/delivery/igarassu-pe/dindin-gourmet-umbura/d04c418f-e66c-4ce1-9e69-86f9d62a51fd;-;-;-;-;['Segunda-feira - Não abre', 'Terça-feira - Não abre', 'Quarta-feira - Não abre', 'Quinta-feira - Não abre', 'Sexta-feira - Não abre', 'Sábado - Não abre', 'Domingo - Não abre'];['dindin', 'bebidas', 'petisco']
Refeições da Nina;https://www.ifood.com.br/delivery/igarassu-pe/refeicoes-da-nina-umbura/d76db037-7ab3-4715-8d97-48422c8c1fb7;-;-;-;-;['Segunda-feira - 10:00 às 14:30', 'Terça-feira - 10:00 às 14:30', 'Quarta-feira - 10:00 às 14:30', 'Quinta-feira - 10:00 às 14:30', 'Sexta-feira - 10:00 às 14:30', 'Sábado - 10:00 às 14:30', 'Domingo - 10:00 às 14:30'];['pratos especiais', 'pratos simples']
Jj Camarão;https://www.ifood.com.br/delivery/igarassu-pe/jj-camarao-cruz-do-reboucas/cd2b2a0f-baab-40e2-b81b-57f7e7f804c1;Rua João Xxiii, 23 - Cruz do Rebouças;Igarassu - PE;53625-025;39.783.653/0001-20;['Segunda-feira - 11:00 às 15:00', 'Terça-feira - 11:00 às 15:00', 'Quarta-feira - 11:00 às 15:00', 'Quinta-feira - 11:00 às 15:00', 'Sexta-feira - 11:00 às 15:00', 'Sábado - 11:00 às 15:00', 'Domingo - Não abre'];['destaques', 'você que tem fome de desconto !!', 'camarão torrado']
Gomes Doces e Salgados;https://www.ifood.com.br/delivery/igarassu-pe/gomes-doces-e-salgados-panco/a2cf66a2-46e9-4ad0-a1f9-f08445ffbdee;Rua Nazaré da Mata, 50 - Pancó;Igarassu - PE;53630-692;45.886.720/0001-34;['Segunda-feira - Não abre', 'Terça-feira - Não abre', 'Quarta-feira - Não abre', 'Quinta-feira - Não abre', 'Sexta-feira - Não abre', 'Sábado - Não abre', 'Domingo - 06:00 às 07:45'];['salgados', 'doces tradicionais', 'doces especiais', 'pães delícias', 'bebidas']
Mundo Burguer;https://www.ifood.com.br/delivery/igarassu-pe/mundo-burguer-umbura/614edcb1-3f20-4019-8084-366fed41646a;Rua do Comércio, 30 - Umbura;Igarassu - PE;53625-490;46.486.629/0001-94;['Segunda-feira - 00:00 às 01:30 - 16:30 às 23:59', 'Terça-feira - 00:00 às 01:30 - 17:30 às 23:59', 'Quarta-feira - 00:00 às 01:30 - 16:00 às 23:59', 'Quinta-feira - 00:00 às 01:30 - 18:00 às 23:59', 'Sexta-feira - 00:00 às 01:30 - 16:30 às 23:59', 'Sábado - 00:00 às 02:00 - 17:45 às 23:59', 'Domingo - 00:00 às 01:30 - 16:00 às 23:59'];['combo', 'lanches', 'pizzas', 'açai', 'bebidas']
Delicias da Naty;https://www.ifood.com.br/delivery/igarassu-pe/delicias-da-naty-cruz-do-reboucas/94c98f5e-410b-4ce6-b5ee-eadd8fcafe3f;Rua João Alves Berenguer, 33 - Cruz do Rebouças;Igarassu - PE;53635-158;40.163.200/0001-80;['Segunda-feira - 11:00 às 22:00', 'Terça-feira - 11:00 às 22:00', 'Quarta-feira - 11:00 às 22:00', 'Quinta-feira - 11:00 às 22:00', 'Sexta-feira - 11:00 às 22:00', 'Sábado - 11:00 às 22:00', 'Domingo - Não abre'];['dindins gourmet']
Pointe do Acai;https://www.ifood.com.br/delivery/igarassu-pe/pointe-do-acai-triunfo/7d211bb4-ffdf-4b62-b77e-87607d6627d3;Rua João Francisco Ribeiro, 36 - Triunfo;Igarassu - PE;53625-733;41.369.041/0001-37;['Segunda-feira - Não abre', 'Terça-feira - 15:30 às 21:00', 'Quarta-feira - 15:30 às 21:00', 'Quinta-feira - 15:30 às 21:00', 'Sexta-feira - 15:30 às 21:00', 'Sábado - 15:30 às 21:00', 'Domingo - 15:00 às 20:30'];['açaí tradicional no copo', 'point casadinho']
Refeições;https://www.ifood.com.br/delivery/igarassu-pe/refeicoes-cruz-do-reboucas/17f9825f-56a8-455c-83a2-ed327b4f3b65;-;-;-;-;['Segunda-feira - 07:00 às 08:00', 'Terça-feira - Não abre', 'Quarta-feira - Não abre', 'Quinta-feira - Não abre', 'Sexta-feira - Não abre', 'Sábado - Não abre', 'Domingo - Não abre'];['pratos especiais', 'pratos simples', 'suco']
Explosao de Doces;https://www.ifood.com.br/delivery/igarassu-pe/explosao-de-doces-umbura/4ddb0791-bd71-4fd4-9a0d-1d92d5ccd966;Rua das Papoulas, 2 - Umbura;Igarassu - PE;53625-554;48.472.196/0001-43;['Segunda-feira - Não abre', 'Terça-feira - Não abre', 'Quarta-feira - Não abre', 'Quinta-feira - Não abre', 'Sexta-feira - Não abre', 'Sábado - Não abre', 'Domingo - Não abre'];['bolo no pote', 'doces']
Oliver Lanche;https://www.ifood.com.br/delivery/igarassu-pe/oliver-lanche-triunfo/271f207c-1ddd-4b72-bc82-ddd44dc7c655;Rua João Francisco Ribeiro, 90 - Triunfo;Igarassu - PE;53625-733;44.354.976/0001-38;['Segunda-feira - 11:30 às 18:00', 'Terça-feira - Não abre', 'Quarta-feira - Não abre', 'Quinta-feira - Não abre', 'Sexta-feira - 11:30 às 18:00', 'Sábado - 11:30 às 18:00', 'Domingo - 11:30 às 18:00'];['açaí tradicional', 'lasanha']
J&G Açaí E Sorvetes;https://www.ifood.com.br/delivery/igarassu-pe/jg-acai-e-sorvetes-umbura/7bb97a75-1f3a-4858-b53f-991acbcb33d9;3ª Travessa Dom Manoel, 1 - Umbura;Igarassu - PE;53625-609;17.820.448/0001-54;['Segunda-feira - 11:30 às 23:00', 'Terça-feira - 11:30 às 23:00', 'Quarta-feira - 11:30 às 23:00', 'Quinta-feira - 11:30 às 23:00', 'Sexta-feira - 11:30 às 23:00', 'Sábado - 11:30 às 23:00', 'Domingo - 11:30 às 23:00'];['açaí e cupuaçu', 'gás de cozinha', 'lanches', 'milk shake', 'porções de fritas', 'sorvetes']
Acaiteria Top;https://www.ifood.com.br/delivery/igarassu-pe/acaiteria-top-cruz-do-reboucas/fb2c1824-21a2-4f43-b602-163f15371aa9;Rua Josina Maria de Vasconcelos, 92 - Cruz do Rebouças;Igarassu - PE;53625-450;42.547.043/0001-31;['Segunda-feira - 16:30 às 22:30', 'Terça-feira - 16:30 às 22:30', 'Quarta-feira - 16:30 às 22:30', 'Quinta-feira - 16:30 às 22:30', 'Sexta-feira - 15:00 às 22:30', 'Sábado - 14:30 às 22:30', 'Domingo - 14:00 às 22:30'];['barca', 'roleta', 'açaí', 'sorvetes', 'promo 0.99']
Bendito Lanche;https://www.ifood.com.br/delivery/igarassu-pe/bendito-lanche-triunfo/7b7a2365-0dd2-43b8-b0cc-54a45701bea1;Rua Joaquim Filgueira Galvão, 20 - Triunfo;Igarassu - PE;53625-740;44.347.943/0001-60;['Segunda-feira - Não abre', 'Terça-feira - 13:00 às 18:00', 'Quarta-feira - 11:00 às 18:00', 'Quinta-feira - 14:00 às 23:00', 'Sexta-feira - 14:00 às 23:00', 'Sábado - 10:00 às 23:00', 'Domingo - 10:00 às 23:00'];['delicia de abacaxi', 'fatia de bolo recheado', 'combos']
Delicias da Maju;https://www.ifood.com.br/delivery/igarassu-pe/delicias-da-maju-triunfo/67729780-47d0-4f36-9c88-b4f09776bd2e;1ª Travessa Santa Elizabete, 20 - Triunfo;Igarassu - PE;53625-754;35.954.636/0001-57;['Segunda-feira - Não abre', 'Terça-feira - Não abre', 'Quarta-feira - Não abre', 'Quinta-feira - Não abre', 'Sexta-feira - 14:45 às 20:45', 'Sábado - 14:30 às 20:30', 'Domingo - Não abre'];['coxinhas congelas de 18g', 'enroladinho mini', 'poções de mini salgados']
Casa da Pizza;https://www.ifood.com.br/delivery/igarassu-pe/casa-da-pizza-umbura/1d71f78d-78b5-43d7-b41d-2a383f0a6569;2ª Travessa Dom Manoel, 8 - Umbura;Igarassu - PE;53625-608;43.291.133/0001-77;['Segunda-feira - 18:00 às 23:00', 'Terça-feira - 18:00 às 23:00', 'Quarta-feira - 18:00 às 23:00', 'Quinta-feira - 18:00 às 23:00', 'Sexta-feira - 18:00 às 23:00', 'Sábado - 18:00 às 23:00', 'Domingo - 18:00 às 23:00'];['pizzas salgadas', 'bebidas']
Boa Grelha;https://www.ifood.com.br/delivery/igarassu-pe/boa-grelha-umbura/a7422638-74f9-479d-8a6f-81d7727e8785;Rua do Comércio, 30 - Umbura;Igarassu - PE;53625-490;45.513.037/0001-51;['Segunda-feira - 17:00 às 22:00', 'Terça-feira - 17:00 às 22:00', 'Quarta-feira - Não abre', 'Quinta-feira - 17:00 às 22:00', 'Sexta-feira - 17:00 às 22:00', 'Sábado - 17:00 às 23:00', 'Domingo - 17:00 às 23:00'];['combos', 'sucos', 'porções de batata']
Tô Frita! Batatas no Cone;https://www.ifood.com.br/delivery/igarassu-pe/to-frita-batatas-no-cone-umbura/6d60e927-740d-46e1-a97d-56a097cf1dfd;Rua Manoel Faustino, 26 - Umbura;Igarassu - PE;53625-702;47.740.705/0001-09;['Segunda-feira - Não abre', 'Terça-feira - 16:00 às 21:00', 'Quarta-feira - 16:00 às 21:00', 'Quinta-feira - 16:00 às 21:00', 'Sexta-feira - 16:00 às 21:00', 'Sábado - 16:00 às 21:00', 'Domingo - 16:00 às 21:00'];"['promoção ""cupom de r$10""', 'batata frita artesanal no cone', 'hamburguer artesanal', 'refrigerante']"
Japaa25;https://www.ifood.com.br/delivery/igarassu-pe/japaa25-cruz-de-reboucas/37f54359-7d08-4f16-bfc5-e43d6661bad0;Rodovia Br Cento e Um Norte, 832 - Cruz de Reboucas;Igarassu - PE;53640-000;32.019.243/0001-68;['Segunda-feira - Não abre', 'Terça-feira - 21:00 às 23:59', 'Quarta-feira - 00:00 às 01:15 - 21:00 às 23:59', 'Quinta-feira - 00:00 às 00:15 - 21:00 às 23:59', 'Sexta-feira - 00:00 às 01:15 - 21:00 às 23:59', 'Sábado - 00:00 às 01:15 - 21:00 às 23:59', 'Domingo - 00:00 às 01:15'];['temaki', 'sashimi', 'especiais', 'pratos quentes', 'bebidas']
Barriga Cheia;https://www.ifood.com.br/delivery/igarassu-pe/barriga-cheia-encanto-igarassu/33e7cf2f-1e8e-43a4-b245-31769c10da45;Rua Fim de Semana, 23 - Encanto Igarassu;Igarassu - PE;53620-120;33.992.813/0001-64;['Segunda-feira - 11:00 às 15:00', 'Terça-feira - 11:00 às 15:00', 'Quarta-feira - 11:00 às 15:00', 'Quinta-feira - 11:00 às 15:00', 'Sexta-feira - 11:00 às 15:00', 'Sábado - 11:00 às 15:00', 'Domingo - 11:00 às 15:00'];['almoços', 'bebidas']
Japa 25;https://www.ifood.com.br/delivery/igarassu-pe/japa-25-santa-maria/bf09a6e1-707d-4f6a-b25a-c21ea72ad307;Rua Luciana Paiva de Souza, 10 - Santa Maria;Igarassu - PE;53635-170;33.869.020/0001-52;['Segunda-feira - Não abre', 'Terça-feira - 21:00 às 23:59', 'Quarta-feira - 00:00 às 01:15 - 21:00 às 23:59', 'Quinta-feira - 00:00 às 00:15 - 21:00 às 23:59', 'Sexta-feira - 00:00 às 01:15 - 21:00 às 23:59', 'Sábado - 00:00 às 01:15 - 21:00 às 23:59', 'Domingo - 00:00 às 01:15 - 22:30 às 23:59'];['-']
Burger Três Irmãos;https://www.ifood.com.br/delivery/igarassu-pe/burger-tres-irmaos-umbura/9ec177fd-ccca-46d0-8b7c-794f73afe843;Rua Jabuticabeira, 1 - Umbura;Igarassu - PE;53625-579;31.245.769/0001-01;['Segunda-feira - 00:00 às 03:00 - 11:00 às 15:00 - 18:00 às 23:59', 'Terça-feira - 00:00 às 02:00 - 11:00 às 15:00 - 18:00 às 23:59', 'Quarta-feira - 00:00 às 02:00 - 11:00 às 15:00 - 18:00 às 23:59', 'Quinta-feira - 00:00 às 02:00 - 11:00 às 15:00 - 18:00 às 23:59', 'Sexta-feira - 00:00 às 02:00 - 11:00 às 15:00 - 18:00 às 23:59', 'Sábado - 00:00 às 02:00 - 11:00 às 15:00 - 18:00 às 23:59', 'Domingo - 00:00 às 02:00 - 11:00 às 15:00 - 18:00 às 23:59'];['combo', 'hambúrguer', 'galeto', 'bebidas']
Laricas Burguer;https://www.ifood.com.br/delivery/igarassu-pe/laricas-burguer-monjope/ba320d63-a71e-4af2-be73-0db4888ac737;Rua Maria das Neves, 12 - Monjope;Igarassu - PE;53645-050;43.864.943/0001-75;['Segunda-feira - 00:00 às 02:00 - 18:00 às 23:59', 'Terça-feira - 00:00 às 02:00 - 17:30 às 23:59', 'Quarta-feira - 00:00 às 02:00 - 17:30 às 23:59', 'Quinta-feira - 00:00 às 02:00 - 17:30 às 23:59', 'Sexta-feira - 00:00 às 02:00 - 11:00 às 15:00 - 17:30 às 23:59', 'Sábado - 00:00 às 02:00 - 17:30 às 23:59', 'Domingo - 00:00 às 02:00 - 17:30 às 23:59'];['hambúrgueres artesanais', 'hambúrgueres industriais', 'açaí', 'refrigerantes']
